RatID,DOB,Sex,Origin,Batch,DATE,AgeInDays,MeasuredBy,OD1,OD2,OD3,OS1,OS2,OS3,Note
00078A189C,2015-10-15,F,UTHSC,4,2015-12-14,60,TW,14,16,16,15,15,15,
00078A1A08,2015-10-15,F,UTHSC,4,2015-12-14,60,TW,12,12,12,15,16,16,
00078A1974,2015-10-13,M,UTHSC,4,2015-12-14,62,TW,13,13,14,13,12,12,
00078A18BE,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,11,12,13,12,13,13,
00078A1966,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,12,11,12,10,10,10,
00078A1781,2015-10-13,M,UTHSC,4,2015-12-14,62,TW,10,10,10,10,10,11,
00078A02F7,2015-10-15,F,UTHSC,4,2015-12-14,60,TW,11,11,10,10,11,12,
00078A193B,2015-10-15,F,UTHSC,4,2015-12-14,60,TW,10,10,10,11,10,10,
00077E98B5,2015-06-20,M,MCW,4,2015-12-15,178,TW,18,17,16,14,15,14,
00077E9B1D,2015-06-22,M,MCW,4,2015-12-15,176,TW,25,25,24,22,24,23,
00077E9836,2015-06-21,M,MCW,4,2015-12-15,177,TW,14,14,13,10,10,10,
00077E7A18,2015-06-13,M,MCW,4,2015-12-15,185,TW,20,20,20,26,25,24,
00078A1921,2015-10-15,M,UTHSC,4,2015-12-16,62,TW,10,10,11,10,10,10,
00078A17B5,2015-10-15,M,UTHSC,4,2015-12-16,62,TW,13,13,11,12,14,13,"IOP takend before reinstatement, need to return tonopen"
000789FFEA,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,17,17,17,19,19,18,
00078A18DC,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,13,12,13,12,11,13,"IOP takend before reinstatement, need to return tonopen"
00078A18CB,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,12,12,11,10,10,10,
00078A197F,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,16,17,17,12,12,12,
00078A1A60,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,10,10,10,11,10,11,"IOP takend before reinstatement, need to return tonopen"
00078A1A88,2015-10-15,F,UTHSC,4,2015-12-16,62,TW,10,11,10,11,12,11,
00078A0181,2015-10-16,F,UTHSC,4,2015-12-16,61,TW,13,13,12,13,14,13,
000789FF81,2015-10-16,F,UTHSC,4,2015-12-16,61,TW,10,10,10,10,10,11,
00078A0338,2015-10-18,F,UTHSC,4,2015-12-16,59,TW,8,8,8,10,10,10,
00078A00AF,2015-10-18,F,UTHSC,4,2015-12-16,59,TW,10,10,10,10,10,9,
00078A175F,2015-10-18,M,UTHSC,4,2015-12-16,59,TW,10,10,10,10,9,10,
00078A0329,2015-10-16,M,UTHSC,4,2015-12-16,61,TW,10,10,10,10,10,10,
00078A1778,2015-10-18,M,UTHSC,4,2015-12-16,59,TW,9,9,10,10,10,8,"IOP takend before reinstatement, need to return tonopen"
00077EA28E,2015-06-16,F,MCW,4,2016-01-19,217,TW,20,21,22,18,20,19,
00077E7950,2015-06-20,F,MCW,4,2016-01-19,213,TW,17,18,19,19,19,20,
00077E79FA,2015-06-16,F,MCW,4,2016-01-19,217,TW,17,17,16,17,17,16,
00077E98D6,2015-09-22,M,MCW,5,2016-01-19,119,TW,16,17,16,12,12,13,
00077E9AE8,2015-09-22,M,MCW,5,2016-01-19,119,TW,13,14,15,12,13,13,
00077E7A29,2015-09-25,M,MCW,5,2016-01-19,116,TW,16,17,18,11,11,12,
00077E8FA8,2015-09-21,M,MCW,5,2016-01-19,120,TW,19,19,20,19,19,18,
00077E9AF2,2015-09-16,M,MCW,5,2016-01-19,125,TW,18,19,18,20,21,18,
00077E7C6B,2015-09-16,M,MCW,5,2016-01-19,125,TW,22,21,23,19,19,19,
00077E956F,2015-09-13,M,MCW,5,2016-01-19,128,TW,18,19,17,18,16,16,
00077E983C,2015-09-13,F,MCW,5,2016-01-26,135,TW,16,17,17,15,17,15,
00077E9B64,2015-09-20,F,MCW,5,2016-01-26,128,TW,12,13,15,11,10,11,
00077E7A16,2015-09-15,F,MCW,5,2016-01-26,133,TW,13,12,11,12,11,12,
00077E95F8,2015-09-23,F,MCW,5,2016-01-26,125,TW,14,15,15,10,10,10,
00077E9A12,2015-09-15,F,MCW,5,2016-01-26,133,TW,14,15,14,15,16,18,
00077E7B46,2015-09-14,M,MCW,5,2016-01-26,134,TW,22,21,20,17,16,17,
00077E9C2B,2015-09-15,M,MCW,5,2016-01-26,133,TW,20,21,20,17,15,14,
00077E99E9,2015-09-24,M,MCW,5,2016-01-26,124,TW,18,17,19,17,17,17,
00077E7AC0,2015-09-20,M,MCW,5,2016-01-26,128,TW,15,15,13,13,12,13,
00078A0252,2015-12-24,M,UTHSC,5,2016-02-18,56,TW,13,12,11,12,12,13,
00078A02B7,2015-12-24,M,UTHSC,5,2016-02-18,56,TW,13,13,13,11,11,11,
00078A00A7,2015-12-22,M,UTHSC,5,2016-02-18,58,TW,10,12,12,10,10,10,
00078A0289,2015-12-24,M,UTHSC,5,2016-02-18,56,TW,13,12,13,12,11,11,
00078A16E8,2015-12-24,M,UTHSC,5,2016-02-18,56,TW,12,12,12,13,13,12,
00078A1894,2015-12-22,M,UTHSC,5,2016-02-18,58,TW,11,11,12,13,12,12,
00078A185E,2015-12-24,F,UTHSC,5,2016-02-18,56,TW,10,9,10,10,10,10,
00078A027F,2015-12-24,F,UTHSC,5,2016-02-18,56,TW,10,11,10,10,10,10,
000789FFA8,2015-12-22,F,UTHSC,5,2016-02-18,58,TW,9,10,10,10,10,10,
00078A1853,2015-12-22,F,UTHSC,5,2016-02-18,58,TW,10,9,10,11,12,12,
00078A19A6,2015-12-24,F,UTHSC,5,2016-02-18,56,TW,10,10,11,12,12,11,
00078A018C,2015-12-24,F,UTHSC,5,2016-02-18,56,TW,7,8,8,10,10,10,
00078A1746,2015-12-25,F,UTHSC,5,2016-02-22,59,TW,19,19,22,21,19,19,
00078A17B3,2015-12-25,F,UTHSC,5,2016-02-22,59,TW,10,10,10,11,12,11,
000789FFC9,2015-12-25,F,UTHSC,5,2016-02-22,59,TW,10,10,10,13,13,12,
00078A1A9D,2015-12-25,F,UTHSC,5,2016-02-22,59,TW,8,8,10,10,11,11,
00078A08BD,2015-12-26,F,UTHSC,5,2016-02-22,58,TW,12,12,12,11,10,11,
00078A24F4,2015-12-26,F,UTHSC,5,2016-02-22,58,TW,10,11,10,10,10,11,
00078A0225,2015-12-25,M,UTHSC,5,2016-02-22,59,TW,12,13,14,13,13,12,
00078A09DA,2015-12-26,M,UTHSC,5,2016-02-22,58,TW,10,9,10,10,9,10,
00078A1AA9,2015-12-25,M,UTHSC,5,2016-02-22,59,TW,10,10,10,10,10,10,
00078A235B,2015-12-26,M,UTHSC,5,2016-02-22,58,TW,9,10,10,10,10,10,
00078A0099,2015-12-25,M,UTHSC,5,2016-02-22,59,TW,8,9,9,10,10,10,
00078A192F,2015-12-25,M,UTHSC,5,2016-02-22,59,TW,13,13,14,10,10,9,
00077E9A6D,2015-09-17,F,MCW,5,2016-03-01,166,TW,14,15,12,10,10,10,
00077E7A07,2015-09-14,F,MCW,5,2016-03-01,169,TW,14,14,14,19,20,19,
00077E9B04,2015-09-15,F,MCW,5,2016-03-01,168,TW,15,15,16,15,14,14,
00077E94AF,2015-09-22,F,MCW,5,2016-03-01,161,TW,11,10,11,14,12,13,
00077E7C98,2015-09-13,F,MCW,5,2016-03-01,170,TW,18,18,18,18,18,18,
00077E8DFE,2015-09-25,F,MCW,5,2016-03-01,158,TW,15,15,17,18,18,17,
00077E9A70,2015-09-22,F,MCW,5,2016-03-01,161,TW,13,14,15,14,16,15,
00077E9AE4,2015-09-22,F,MCW,5,2016-03-01,161,TW,21,20,20,21,21,21,
00078A08BA,2016-01-03,M,UTHSC,5,2016-03-02,59,TW,10,10,10,10,10,9,
00078A092A,2016-01-03,M,UTHSC,5,2016-03-02,59,TW,11,10,11,9,9,9,
00078A081B,2016-01-06,M,UTHSC,5,2016-03-02,56,TW,10,10,10,13,12,14,
00078A2547,2016-01-03,M,UTHSC,5,2016-03-02,59,TW,11,10,11,11,10,11,
00078A2328,2016-01-03,M,UTHSC,5,2016-03-02,59,TW,11,11,11,11,12,12,
00078A2499,2016-01-06,M,UTHSC,5,2016-03-02,56,TW,13,12,12,13,11,13,
00078A074C,2016-01-06,F,UTHSC,5,2016-03-02,56,TW,11,10,10,10,10,11,
00078A23BD,2016-01-06,F,UTHSC,5,2016-03-02,56,TW,10,10,10,10,10,10,
00078A0982,2016-01-03,F,UTHSC,5,2016-03-02,59,TW,11,11,10,10,10,11,
00078A2549,2016-01-03,F,UTHSC,5,2016-03-02,59,TW,11,10,10,13,13,11,
00078A247D,2016-01-03,F,UTHSC,5,2016-03-02,59,TW,11,10,11,13,14,14,"one extra rat did not have its IOP measured in this group, because of return TONOPEN in hurry."
00077E98B8,2015-09-14,F,MCW,5,2016-03-14,182,TW,16,18,18,22,21,21,
00077E7CAE,2015-09-24,F,MCW,5,2016-03-14,172,TW,14,16,17,15,16,13,
00077E7CC8,2015-09-24,F,MCW,5,2016-03-14,172,TW,16,15,15,13,11,13,
00077E9A2C,2015-09-22,F,MCW,5,2016-03-14,174,TW,15,17,16,15,15,15,
00077E7A9A,2015-09-15,F,MCW,5,2016-03-14,181,TW,20,22,20,26,26,25,
00078A2370,2016-01-12,F,UTHSC,5,2016-03-14,62,TW,10,10,10,10,10,10,
00078A0A5F,2016-01-12,F,UTHSC,5,2016-03-14,62,TW,12,13,14,11,11,12,
00078A085E,2016-01-12,F,UTHSC,5,2016-03-14,62,TW,10,10,10,10,10,10,
00078A236A,2016-01-12,F,UTHSC,5,2016-03-14,62,TW,10,10,10,11,10,9,
00078A07FC,2016-01-12,M,UTHSC,5,2016-03-14,62,TW,9,9,9,10,11,11,
00078A0795,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,10,10,11,11,10,11,
00078A00B8,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,11,11,10,12,13,12,
00078A185F,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,10,10,11,10,10,10,
00078A18DF,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,10,10,10,9,9,7,
00078A0875,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,10,10,10,10,11,11,
000789FF63,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,12,11,10,12,10,11,
00078A00A0,2016-01-21,F,UTHSC,5,2016-03-21,60,TW,9,9,10,10,11,11,
00078A17F2,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,12,13,14,13,
00078A0AC9,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,10,10,11,11,
00078A1734,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,10,9,10,10,
00078A012F,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,10,12,12,13,
00078A178A,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,10,10,10,11,
00078A08E9,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,10,10,9,10,
00078A01E5,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,13,12,13,10,12,13,
00078A011B,2016-01-21,M,UTHSC,5,2016-03-21,60,TW,10,10,9,10,10,10,
00078A0796,2016-01-21,M,UTHSC,5,2016-03-29,68,TW,13,13,14,12,13,13,
00078A2615,2016-01-21,M,UTHSC,5,2016-03-29,68,TW,10,11,11,13,13,14,
00078A180E,2016-01-23,M,UTHSC,5,2016-03-29,66,TW,10,11,11,13,12,13,
00078A23CD,2016-01-24,M,UTHSC,5,2016-03-29,65,TW,14,13,14,14,14,15,
00078A01FD,2016-01-23,M,UTHSC,5,2016-03-29,66,TW,10,10,9,13,13,13,
00078A247C,2016-01-24,M,UTHSC,5,2016-03-29,65,TW,14,13,13,13,14,13,
00078A2452,2016-01-24,M,UTHSC,5,2016-03-29,65,TW,14,14,14,13,12,12,
00078A01E4,2016-01-24,F,UTHSC,5,2016-03-29,65,TW,10,10,10,13,14,13,
00078A007D,2016-01-24,F,UTHSC,5,2016-03-29,65,TW,16,15,15,15,15,16,
00078A2605,2016-01-24,F,UTHSC,5,2016-03-29,65,TW,12,13,13,12,13,11,
00078A263B,2016-01-24,F,UTHSC,5,2016-03-29,65,TW,11,10,11,14,14,13,
00078A07C0,2016-01-23,F,UTHSC,5,2016-03-29,66,TW,12,13,13,12,13,11,
00078A0034,2016-01-23,F,UTHSC,5,2016-03-29,66,TW,11,11,11,12,13,11,
00078A1970,2016-01-23,F,UTHSC,5,2016-03-29,66,TW,10,10,10,12,12,10,
00077E7CB9,2015-12-12,M,MCW,6,2016-04-01,111,TW,20,20,20,24,25,25,
00077E99B5,2015-12-16,M,MCW,6,2016-04-01,107,TW,21,21,22,17,16,18,
00077E95F0,2015-09-13,M,MCW,6,2016-04-01,201,TW,22,22,21,18,20,21,
00077E9938,2015-09-16,F,MCW,6,2016-04-01,198,TW,18,17,17,21,20,22,
00077E8C19,2015-12-14,M,MCW,6,2016-04-01,109,TW,23,22,23,20,19,21,
00077E9BB0,2015-12-12,F,MCW,6,2016-04-01,111,TW,13,12,11,19,20,21,
00077E9964,2015-12-21,M,MCW,6,2016-04-04,105,TW,19,18,16,15,15,15,
00077E7D14,2015-12-21,M,MCW,6,2016-04-04,105,TW,18,18,17,22,18,18,
00077E9A19,2015-12-13,M,MCW,6,2016-04-04,113,TW,16,17,19,17,17,14,
00077E9C5D,2015-09-25,M,MCW,6,2016-04-04,192,TW,22,24,21,22,23,23,
00077E9AE0,2015-09-23,M,MCW,6,2016-04-04,194,TW,17,18,17,21,23,23,
00077E9BE1,2015-12-14,M,MCW,6,2016-04-12,120,TW,16,17,15,17,17,16,
00077E9550,2015-12-16,F,MCW,6,2016-04-12,118,TW,12,11,13,10,11,12,
00077E9B4F,2015-12-20,F,MCW,6,2016-04-12,114,TW,15,16,15,10,20,18,
00077E98DA,2015-12-21,F,MCW,6,2016-04-12,113,TW,16,17,16,15,15,15,
00077E9928,2015-12-15,M,MCW,6,2016-04-12,119,TW,17,19,19,13,14,15,
00077E7999,2015-12-19,M,MCW,6,2016-04-12,115,TW,17,16,17,17,16,16,
00077E8DD1,2015-12-19,M,MCW,6,2016-04-12,115,TW,16,16,16,17,16,17,
00077E9B51,2015-12-13,M,MCW,6,2016-04-12,121,TW,17,17,16,20,20,22,
00077E79F1,2015-12-19,M,MCW,6,2016-04-13,116,TW,14,13,13,12,14,13,
00077E7B4A,2015-12-16,F,MCW,6,2016-04-13,119,TW,13,13,14,13,12,12,
00077E9BE7,2015-12-21,M,MCW,6,2016-04-13,114,TW,13,13,14,13,14,13,
00077E7A6F,2015-12-20,M,MCW,6,2016-04-13,115,TW,12,12,11,13,14,12,
00077E9967,2015-09-13,M,MCW,6,2016-04-13,213,TW,15,16,15,14,13,15,
00077E8CD0,2015-09-16,F,MCW,6,2016-04-13,210,TW,15,16,16,13,14,15,
00077E7C46,2015-09-22,F,MCW,6,2016-04-27,218,TW,25,23,24,23,23,21,
00077E7BB7,2015-12-21,F,MCW,6,2016-04-27,128,TW,17,15,14,14,13,13,
00077E98AE,2015-12-20,F,MCW,6,2016-04-27,129,TW,13,13,12,12,14,13,
00077E7A2B,2015-09-21,F,MCW,6,2016-04-27,219,TW,13,13,15,13,13,13,
00077E9C58,2015-12-14,F,MCW,6,2016-04-27,135,TW,12,13,12,16,15,14,
00077E986B,2015-12-21,F,MCW,6,2016-04-27,128,TW,13,13,12,15,15,15,
00077E9B70,2015-12-19,F,MCW,6,2016-04-27,130,TW,21,22,20,17,18,18,
00077E9B26,2015-12-20,F,MCW,6,2016-04-27,129,TW,10,10,10,13,15,13,
00078A009A,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,10,11,12,12,12,13,
00078A0130,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,13,13,13,13,13,12,
00078A0152,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,14,14,16,13,12,13,
00078A010B,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,14,13,11,11,12,11,
00078A1749,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,12,13,11,10,10,10,
00078A0082,2016-03-03,M,UTHSC,6,2016-05-03,61,TW,10,10,10,13,11,11,
00078A008C,2016-03-03,F,UTHSC,6,2016-05-03,61,TW,12,12,13,11,12,12,
00078A025E,2016-03-03,F,UTHSC,6,2016-05-03,61,TW,11,11,11,12,12,12,
00078A1998,2016-03-03,F,UTHSC,6,2016-05-03,61,TW,12,13,13,14,14,15,
00077E9B9B,2015-12-20,F,MCW,6,2016-05-03,135,TW,10,10,11,11,11,10,
00077E7A96,2015-12-16,F,MCW,6,2016-05-03,139,TW,10,10,10,13,12,13,
00077E98F4,2015-12-19,F,MCW,6,2016-05-03,136,TW,11,10,13,13,10,12,
00078A1AA8,2016-03-16,F,UTHSC,5,2016-05-05,50,TW,10,11,10,10,10,10,
00078A2454,2016-03-12,F,UTHSC,5,2016-05-05,54,TW,10,10,10,13,14,14,
00078A0206,2016-03-03,F,UTHSC,6,2016-05-05,63,TW,11,10,11,12,11,13,
00078A179F,2016-03-03,F,UTHSC,6,2016-05-05,63,TW,9,9,9,10,10,10,
000789FFA6,2016-03-03,F,UTHSC,6,2016-05-05,63,TW,10,10,11,13,13,14,
00078A086F,2016-03-12,M,UTHSC,5,2016-05-05,54,TW,10,10,10,10,11,10,
00078A015B,2016-03-12,M,UTHSC,5,2016-05-05,54,TW,10,10,10,10,10,10,
00078A186D,2016-03-12,M,UTHSC,5,2016-05-05,54,TW,11,11,13,11,10,10,
00078A254B,2016-03-12,F,UTHSC,6,2016-05-06,55,TW,11,11,11,12,12,13,
00078A0759,2016-03-12,F,UTHSC,6,2016-05-06,55,TW,9,9,9,10,11,10,
00078A1760,2016-03-12,F,UTHSC,5,2016-05-06,55,TW,10,10,11,11,11,11,
00078A2424,2016-03-12,F,UTHSC,5,2016-05-06,55,TW,10,10,10,10,10,10,
00078A1956,2016-03-16,F,UTHSC,5,2016-05-06,51,TW,10,10,10,9,10,10,
00078A2285,2016-03-14,M,UTHSC,6,2016-05-06,53,TW,10,10,10,9,9,9,
00078A0322,2016-03-16,M,UTHSC,5,2016-05-06,51,TW,9,10,9,10,10,10,
00078A196B,2016-03-16,M,UTHSC,5,2016-05-06,51,TW,10,10,10,10,10,10,
00078A2657,2016-03-14,M,UTHSC,6,2016-05-06,53,TW,12,13,12,10,9,9,
00078A0095,2016-03-12,M,UTHSC,6,2016-05-06,55,TW,10,12,11,11,10,11,
00078A2435,2016-03-12,M,UTHSC,6,2016-05-06,55,TW,10,9,10,11,12,11,
00078A23F7,2016-03-14,M,UTHSC,6,2016-05-06,53,TW,10,10,10,13,12,12,
00078A24CD,2016-03-14,F,UTHSC,6,2016-05-06,53,TW,10,10,10,11,11,12,
00078A23B7,2016-03-12,M,UTHSC,5,2016-05-10,59,TW,15,14,14,14,15,14,
000789FF92,2016-03-12,F,UTHSC,5,2016-05-10,59,TW,11,10,11,13,14,13,
00078A1A21,2016-03-14,F,UTHSC,6,2016-05-10,57,TW,14,13,13,10,10,9,
00078A17EE,2016-03-14,M,UTHSC,6,2016-05-10,57,TW,10,10,10,10,9,9,
00078A09BE,2016-03-14,F,UTHSC,6,2016-05-10,57,TW,14,13,13,11,10,10,
00078A0104,2016-03-14,F,UTHSC,6,2016-05-10,57,TW,14,12,12,10,10,12,
00078A24F6,2016-03-15,F,UTHSC,6,2016-05-16,62,TW,17,17,18,18,17,17,
00078A02A0,2016-03-16,F,UTHSC,6,2016-05-16,61,TW,12,11,10,9,10,10,
00078A239C,2016-03-15,F,UTHSC,6,2016-05-16,62,TW,12,12,13,13,14,15,
00078A006F,2016-03-16,F,UTHSC,6,2016-05-16,61,TW,13,13,12,14,14,14,
00078A031C,2016-03-15,M,UTHSC,6,2016-05-16,62,TW,13,12,12,10,11,10,
00078A1982,2016-03-16,M,UTHSC,6,2016-05-16,61,TW,9,9,8,10,11,11,
00078A1842,2016-03-15,M,UTHSC,6,2016-05-16,62,TW,10,10,10,10,10,10,
00078A000C,2016-03-16,M,UTHSC,6,2016-05-16,61,TW,10,9,8,11,10,10,
00078A25E3,2016-03-15,M,UTHSC,6,2016-05-17,63,TW,12,12,14,13,14,14,
00078A25A8,2016-03-15,M,UTHSC,6,2016-05-17,63,TW,10,10,12,14,13,12,
00078A00C8,2016-03-18,M,UTHSC,6,2016-05-17,60,TW,11,11,10,10,9,10,
00078A18A3,2016-03-18,M,UTHSC,6,2016-05-17,60,TW,13,12,14,13,12,11,
00078A177B,2016-03-18,M,UTHSC,6,2016-05-17,60,TW,10,10,10,11,10,10,
00078A2458,2016-03-18,M,UTHSC,6,2016-05-17,60,TW,9,10,10,9,8,8,
00078A22CA,2016-03-15,F,UTHSC,6,2016-05-17,63,TW,10,11,10,10,10,10,
00078A2332,2016-03-15,F,UTHSC,6,2016-05-17,63,TW,11,12,11,10,10,10,
00078A19E3,2016-03-16,M,UTHSC,6,2016-05-23,68,TW,17,15,15,16,14,15,
00078A19BD,2016-03-19,M,UTHSC,6,2016-05-23,65,TW,13,14,13,12,13,13,
00078A02C6,2016-03-16,M,UTHSC,6,2016-05-23,68,TW,13,13,15,12,10,11,
00078A026B,2016-03-19,M,UTHSC,6,2016-05-23,65,TW,13,14,13,15,15,15,
00078A1A1A,2016-03-19,F,UTHSC,6,2016-05-23,65,TW,10,10,12,10,10,13,
00078A0243,2016-03-19,F,UTHSC,6,2016-05-23,65,TW,12,12,10,10,10,10,
00078A1A39,2016-03-19,F,UTHSC,6,2016-05-23,65,TW,13,11,11,10,10,10,
00078A02BD,2016-03-19,F,UTHSC,6,2016-05-23,65,TW,10,9,10,9,10,10,
00078A1955,2016-03-18,F,UTHSC,6,2016-05-23,66,TW,12,11,10,13,12,10,
00078A1729,2016-03-20,F,UTHSC,6,2016-05-23,64,TW,11,11,10,10,10,10,
00078A171B,2016-03-20,F,UTHSC,6,2016-05-23,64,TW,13,12,13,12,11,12,
00078A0008,2016-03-18,F,UTHSC,6,2016-05-23,66,TW,9,10,10,9,10,9,
00078A1906,2016-03-19,M,UTHSC,6,2016-05-23,65,TW,11,10,10,13,12,12,
00078A1A30,2016-03-20,M,UTHSC,6,2016-05-23,64,TW,13,12,13,10,10,10,
00078A1854,2016-03-20,M,UTHSC,6,2016-05-23,64,TW,11,12,11,11,12,11,
000789FFD5,2016-03-19,M,UTHSC,6,2016-05-23,65,TW,13,12,13,10,10,10,
00078A013F,2016-03-18,F,UTHSC,6,2016-05-23,66,TW,10,10,10,11,10,10,
00078A1710,2016-03-18,F,UTHSC,6,2016-05-23,66,TW,9,8,10,8,9,9,
00077E7BCE,2015-12-12,F,MCW,6,2016-08-02,234,TW,18,18,18,18,18,19,
00077E7C77,2015-12-21,F,MCW,6,2016-08-02,225,TW,14,14,12,12,12,11,
00077E97B3,2015-12-15,F,MCW,6,2016-08-02,231,TW,14,14,14,16,16,16,
00077E9A3B,2015-12-14,F,MCW,6,2016-08-02,232,TW,19,18,19,16,17,17,
00077E9B99,2015-12-12,F,MCW,6,2016-08-02,234,TW,17,18,18,14,15,16,
00077E9912,2015-12-13,F,MCW,6,2016-08-02,233,TW,13,14,13,11,10,12,
00077E7C86,2015-12-20,M,MCW,6,2016-08-02,226,TW,13,13,13,14,13,15,
00077E9B1F,2015-12-14,F,MCW,6,2016-08-02,232,TW,18,19,19,16,17,17,
00078A013F,2016-03-18,F,UTHSC,6,2016-08-05,140,TW,15,15,16,16,17,16,
00078A19FF,2016-05-21,F,UTHSC,6,2016-08-05,76,TW,11,10,12,14,15,14,
00078A1A5B,"2016-05-22
",F,UTHSC,6,2016-08-05,75,TW,10,11,12,14,16,16,
00078A194C,2016-06-05,F,UTHSC,6,2016-08-05,61,TW,9,8,9,11,11,11,
00078A0300,2016-06-05,F,UTHSC,6,2016-08-05,61,TW,11,10,10,10,10,10,
00078A1851,2016-06-05,F,UTHSC,6,2016-08-05,61,TW,11,10,10,11,11,10,
00078A02B3,2016-06-05,F,UTHSC,6,2016-08-05,61,TW,10,10,10,10,10,10,
00078A1A8B,2016-05-30,F,UTHSC,6,2016-08-05,67,TW,11,11,10,10,10,10,
00077E7AE3,2016-05-30,F,UTHSC,6,2016-08-05,67,TW,11,11,10,12,11,10,
00078A021E,2016-06-06,F,UTHSC,6,2016-08-05,60,TW,12,13,14,12,10,11,
00078A177F,2016-06-06,F,UTHSC,6,2016-08-05,60,TW,10,11,11,10,10,11,
00078A0207,2016-06-06,F,UTHSC,6,2016-08-05,60,TW,10,11,10,10,10,10,
00078A1A8D,2016-06-06,F,UTHSC,6,2016-08-05,60,TW,11,11,10,9,10,10,
000789FFB6,2016-06-06,M,UTHSC,6,2016-08-05,60,TW,10,10,10,9,10,9,
00078A01B9,2016-06-05,M,UTHSC,6,2016-08-05,61,TW,10,10,8,10,10,10,
00078A16F5,2016-06-05,M,UTHSC,6,2016-08-05,61,TW,13,13,11,10,11,10,
00078A02C2,2016-06-05,M,UTHSC,6,2016-08-05,61,TW,11,10,10,10,10,10,
00078A19D3,2016-06-16,F,UTHSC,6,2016-08-18,63,TW,14,14,15,14,15,13,
00078A1A15,2016-06-16,F,UTHSC,6,2016-08-18,63,TW,12,12,13,13,12,12,
00078A1810,2016-06-16,M,UTHSC,6,2016-08-18,63,TW,12,12,12,13,12,12,
00078A1A2F,2016-06-16,M,UTHSC,6,2016-08-18,63,TW,10,10,10,10,10,10,
00077E7BD0,2015-12-13,F,MCW,6,2016-08-18,249,TW,18,17,16,20,21,19,
00077E9B95,2015-12-20,M,MCW,6,2016-08-18,242,TW,16,15,14,17,16,17,
00077E9950,2015-12-16,M,MCW,6,2016-08-18,246,TW,25,27,27,24,23,24,
00077E98F3,2015-12-20,F,MCW,6,2016-08-18,242,TW,20,21,20,23,23,23,
00077E99B8,2015-12-20,M,MCW,6,2016-08-23,247,TW,18,18,18,17,19,17,
00077E99CF,2015-12-15,F,MCW,6,2016-08-23,252,TW,12,13,14,14,15,16,
00077E82DD,2016-04-18,M,MCW,7,2016-09-08,143,TW,25,25,25,25,25,25,
00077E7665,2016-04-17,M,MCW,7,2016-09-08,144,TW,24,24,24,22,22,22,
00077E8306,2016-04-19,M,MCW,7,2016-09-08,142,TW,14,13,13,17,17,18,
00077E83A9,2016-04-25,M,MCW,7,2016-09-08,136,TW,14,15,13,19,19,19,
00077E8384,2016-04-19,M,MCW,7,2016-09-08,142,TW,20,19,18,19,17,18,
00077E768F,2016-04-18,M,MCW,7,2016-09-15,150,TW,20,19,19,22,23,23,
00077E84B3,2016-04-23,M,MCW,7,2016-09-29,159,TW,18,17,17,17,18,17,
00077E773D,2016-04-18,M,MCW,7,2016-09-29,164,TW,15,16,15,13,13,12,
00077E7629,2016-04-25,M,MCW,7,2016-09-29,157,TW,18,18,16,17,17,18,
00077E9170,2016-04-16,F,MCW,7,2016-09-29,166,TW,13,13,12,16,15,14,preg
00077E837A,2016-04-24,F,MCW,7,2016-09-29,158,TW,18,17,16,14,13,12,preg
00077E76E3,2016-04-26,F,MCW,7,2016-09-29,156,TW,21,22,23,20,20,23,preg
00077E8221,2016-04-17,F,MCW,7,2016-09-29,165,TW,14,14,13,13,14,14,preg
00077E8EED,2016-04-18,F,MCW,7,2016-09-29,164,TW,25,25,28,29,28,26,preg
00077E8182,2016-04-18,F,MCW,7,2016-09-29,164,TW,14,16,16,13,15,13,preg
00077E8117,2016-04-23,F,MCW,7,2016-09-29,159,TW,25,27,25,22,23,22,preg
00077E82CA,2016-04-26,F,MCW,7,2016-09-29,156,TW,10,11,9,11,12,10,preg
00077E8261,2016-04-18,F,MCW,7,2016-09-29,164,TW,11,10,11,10,9,8,preg
